loss,mse_f1,mse_f2,mse_f3,mse_u_bc,mse_v_bc,mse_p_bc
0.7371982336044312,0.004631462506949902,0.0014096708036959171,0.0052111223340034485,0.5904216170310974,0.032207194715738297,0.10331713408231735
0.7402183413505554,0.002410931745544076,0.0008821230730973184,0.005702000577002764,0.5906124114990234,0.029938388615846634,0.1106724739074707
0.7373636960983276,0.0029411737341433764,0.0011874025221914053,0.005640555638819933,0.5903717279434204,0.026889730244874954,0.11033306270837784
0.7302353382110596,0.005946308374404907,0.002207353478297591,0.0054069082252681255,0.5882564783096313,0.02444700337946415,0.10397124290466309
0.7206175923347473,0.010259474627673626,0.002779837464913726,0.006217520218342543,0.5841607451438904,0.022648314014077187,0.094551682472229
0.7098914980888367,0.012590779922902584,0.002231827238574624,0.009401217103004456,0.5797814726829529,0.02094578556716442,0.08494042605161667
0.7018879652023315,0.011530997231602669,0.00129829125944525,0.015816181898117065,0.577305018901825,0.01926364190876484,0.07667384296655655
0.6998045444488525,0.009900127537548542,0.001123860594816506,0.023571256548166275,0.5775519609451294,0.018079658970236778,0.06957768648862839
0.7006502151489258,0.01124561857432127,0.0016541614895686507,0.027890950441360474,0.5792543888092041,0.017896592617034912,0.06270851194858551
0.7009596228599548,0.016219554468989372,0.0018884860910475254,0.02738148905336857,0.5806958675384521,0.018906211480498314,0.055867958813905716
0.7003403902053833,0.01991255022585392,0.0015400638803839684,0.02639324590563774,0.5814820528030396,0.020960254594683647,0.050052233040332794
0.6990352869033813,0.017360443249344826,0.0012552723055705428,0.027909040451049805,0.5824329853057861,0.023687103763222694,0.046390436589717865
0.6990217566490173,0.013161060400307178,0.0013155796332284808,0.028824152424931526,0.584068238735199,0.02665123902261257,0.04500143602490425
0.6985563635826111,0.012640459463000298,0.0013451713602989912,0.024732114747166634,0.5851712226867676,0.02947155199944973,0.045195795595645905
0.6972075700759888,0.014445042237639427,0.001309456187300384,0.01819555275142193,0.584916889667511,0.031926095485687256,0.04641455411911011
0.6958257555961609,0.013500175438821316,0.001559257972985506,0.014466620050370693,0.5839413404464722,0.033916473388671875,0.04844191297888756
0.6943789720535278,0.009240957908332348,0.0018523421604186296,0.014226769097149372,0.5828732252120972,0.03533751890063286,0.05084819719195366
0.6934162974357605,0.006398744415491819,0.001732764532789588,0.014660066924989223,0.5816305875778198,0.03614085540175438,0.05285327509045601
0.6919621229171753,0.007034437730908394,0.001424809917807579,0.013453489169478416,0.579813539981842,0.03636038303375244,0.05387542396783829
0.6908912658691406,0.009945202618837357,0.0014018130023032427,0.011816182173788548,0.5778268575668335,0.036005306988954544,0.05389588698744774
0.690504789352417,0.011919395998120308,0.0016313462983816862,0.011988473124802113,0.5765578150749207,0.03508472070097923,0.05332301929593086
0.6902044415473938,0.011453751474618912,0.0016472041606903076,0.014312545768916607,0.5764136910438538,0.033719755709171295,0.052657485008239746
0.6902713179588318,0.010685286484658718,0.001301224809139967,0.016977936029434204,0.5769030451774597,0.03218337893486023,0.052220381796360016
0.6904637813568115,0.011594078503549099,0.0010245097801089287,0.017778024077415466,0.5771569013595581,0.030776923522353172,0.05213334038853645
0.6907980442047119,0.01367191132158041,0.0010845083743333817,0.016933932900428772,0.5770213603973389,0.02962021343410015,0.05246611312031746
0.6909460425376892,0.014504292979836464,0.0011527998140081763,0.01646069996058941,0.576906144618988,0.02863556705415249,0.053286533802747726
0.6904338598251343,0.012972194701433182,0.0009727641590870917,0.017298489809036255,0.5769104361534119,0.027764713391661644,0.05451526120305061
0.6897707581520081,0.011059241369366646,0.0007858091266825795,0.018346482887864113,0.576668381690979,0.027073239907622337,0.055837567895650864
0.6890304684638977,0.010850808583199978,0.0007849280373193324,0.01801741123199463,0.5758556127548218,0.026601675897836685,0.05692002922296524
0.6882362961769104,0.01210054848343134,0.000808176351711154,0.016631662845611572,0.5747360587120056,0.026259446516633034,0.05770043283700943
0.6875948309898376,0.012739221565425396,0.000722851138561964,0.015968000516295433,0.5738982558250427,0.02594597078859806,0.0583205483853817
0.6871992945671082,0.011656523682177067,0.0006228606798686087,0.016799649223685265,0.5736350417137146,0.02568463422358036,0.0588005892932415
0.6872878670692444,0.0103651387616992,0.0006101111066527665,0.01800834760069847,0.5737866759300232,0.025577029213309288,0.05894056707620621
0.6874406933784485,0.010530659928917885,0.0006488931830972433,0.018037080764770508,0.5739964842796326,0.025681907311081886,0.05854567512869835
0.6874037384986877,0.011770781129598618,0.0006500818999484181,0.017183979973196983,0.5741897821426392,0.025970149785280228,0.05763894319534302
0.6872273087501526,0.012196836061775684,0.0006215095636434853,0.017071519047021866,0.5745183825492859,0.026377929374575615,0.05644113942980766
0.6870279312133789,0.01129944808781147,0.000646091706585139,0.01809222623705864,0.5749463438987732,0.026866883039474487,0.055176954716444016
0.6868897080421448,0.010859491303563118,0.0006954433629289269,0.018831724300980568,0.5751591920852661,0.027405863627791405,0.05393797904253006
0.6866050958633423,0.011865074746310711,0.0007046949467621744,0.018394088372588158,0.5749286413192749,0.027936814352869987,0.05277577042579651
0.6862978935241699,0.01288642454892397,0.0007368407095782459,0.017983941361308098,0.5744617581367493,0.028397083282470703,0.05183183029294014
0.6859737634658813,0.012461301870644093,0.0008106635068543255,0.01862402819097042,0.5740590691566467,0.02877022884786129,0.05124850198626518
0.6857150197029114,0.011771200224757195,0.0008432462345808744,0.019255325198173523,0.5736909508705139,0.029108840972185135,0.051045458763837814
0.6854379773139954,0.012249929830431938,0.0008142164442688227,0.01853855885565281,0.5731682777404785,0.029465943574905396,0.051201071590185165
0.6852420568466187,0.012996146455407143,0.0007809380767866969,0.017245370894670486,0.5726646184921265,0.02981477417051792,0.05174025520682335
0.6851122975349426,0.01240860391408205,0.0007856573793105781,0.016727866604924202,0.5724566578865051,0.030095243826508522,0.05263826996088028
0.685031533241272,0.01114740502089262,0.0007944338722154498,0.01666267402470112,0.5724160075187683,0.030300458893179893,0.05371057987213135
0.6849341988563538,0.010814630426466465,0.0007688051555305719,0.015995539724826813,0.5722121596336365,0.030457625165581703,0.05468546226620674
0.684811532497406,0.011203138157725334,0.0007453459547832608,0.015095631591975689,0.5718485713005066,0.03055076114833355,0.05536806583404541
0.6846234798431396,0.011026418767869473,0.000736916670575738,0.015089537017047405,0.571560800075531,0.03052467107772827,0.055685192346572876
0.6843782663345337,0.010520710609853268,0.0007184939458966255,0.015790868550539017,0.5713631510734558,0.0303704421967268,0.0556146614253521
0.6841023564338684,0.010928328149020672,0.0006940215826034546,0.016094498336315155,0.5710746645927429,0.030123597010970116,0.055187202990055084
0.6838229298591614,0.011928364634513855,0.0006711590103805065,0.01611780934035778,0.5707713961601257,0.02977941744029522,0.054554786533117294
0.6835413575172424,0.01207035593688488,0.0006484141922555864,0.016873281449079514,0.5707074403762817,0.02932126261293888,0.053920626640319824
0.6833086609840393,0.011672263965010643,0.0006249638390727341,0.01801716350018978,0.5707893967628479,0.02881770208477974,0.053387172520160675
0.6831251978874207,0.012099776417016983,0.0006062642205506563,0.018361354246735573,0.5706990957260132,0.02838437259197235,0.052974339574575424
0.6829582452774048,0.012755291536450386,0.000591479882132262,0.018354453146457672,0.5704541802406311,0.028073107823729515,0.052729737013578415
0.6827446222305298,0.012453935109078884,0.0005725137307308614,0.01890813745558262,0.5702212452888489,0.02788667194545269,0.052702099084854126
0.6825121641159058,0.012226677499711514,0.000557692430447787,0.01911887899041176,0.569891631603241,0.027837473899126053,0.05287983641028404
0.6822478771209717,0.012702547945082188,0.0005496108205989003,0.018431616947054863,0.5694217681884766,0.027897343039512634,0.05324495583772659
0.681948721408844,0.012460450641810894,0.0005458201048895717,0.018095310777425766,0.5690765380859375,0.02798779122531414,0.053782809525728226
0.6816332340240479,0.011639310978353024,0.0005465814610943198,0.01814997009932995,0.5688409805297852,0.02808290719985962,0.05437348037958145
0.6813149452209473,0.011714501306414604,0.0005513476207852364,0.01755782775580883,0.568454384803772,0.02820724807679653,0.054829664528369904
0.680990993976593,0.011878014542162418,0.0005524313310161233,0.017136627808213234,0.5680171251296997,0.028340471908450127,0.05506632477045059
0.6806450486183167,0.011468491517007351,0.0005497706588357687,0.01745544746518135,0.5676330924034119,0.028462374582886696,0.055075909942388535
0.6802952289581299,0.011836154386401176,0.0005511638591997325,0.01732422225177288,0.5671162009239197,0.028593195602297783,0.054874300956726074
0.6799415349960327,0.012326979078352451,0.0005541209829971194,0.017150597646832466,0.5666174292564392,0.02870972268283367,0.05458272621035576
0.6795549392700195,0.011926697567105293,0.0005578480195254087,0.017633069306612015,0.5663211941719055,0.028796790167689323,0.054319318383932114
0.6791316866874695,0.01213927287608385,0.0005634088884107769,0.01750592142343521,0.5659307837486267,0.028907278552651405,0.05408501625061035
0.678674578666687,0.01229842845350504,0.0005673025152646005,0.01734820380806923,0.5655171275138855,0.029045134782791138,0.05389833450317383
0.6781757473945618,0.011798901483416557,0.0005664180498570204,0.017707720398902893,0.5651392936706543,0.029196886345744133,0.053766559809446335
0.677645742893219,0.012273537926375866,0.0005653163534589112,0.017282843589782715,0.5645013451576233,0.029368389397859573,0.05365429073572159
0.6770913600921631,0.011989139951765537,0.0005632722750306129,0.01748417504131794,0.5639602541923523,0.029477348551154137,0.05361716076731682
0.6764991879463196,0.01193301659077406,0.0005605567712336779,0.017509398981928825,0.5633630156517029,0.029505020007491112,0.053628213703632355
0.6758580803871155,0.01216218899935484,0.0005583279998973012,0.01734757609665394,0.5626859068870544,0.029445448890328407,0.05365860462188721
0.6751596927642822,0.011643406003713608,0.0005498480168171227,0.017902741208672523,0.5620655417442322,0.029301190748810768,0.05369700863957405
0.6743948459625244,0.0126417251303792,0.0005364175885915756,0.017345605418086052,0.5610436201095581,0.029146192595362663,0.05368128418922424
0.6735754609107971,0.011368557810783386,0.0005204234621487558,0.01872885972261429,0.560294508934021,0.02893262915313244,0.05373046547174454
0.6727542281150818,0.014393368735909462,0.0005088215111754835,0.016607090830802917,0.5586968064308167,0.028785808011889458,0.05376231670379639
0.6722298860549927,0.00874204933643341,0.0004986700951121747,0.021720508113503456,0.5586691498756409,0.02850021794438362,0.054099321365356445
0.6741153597831726,0.024767184630036354,0.0005083795986138284,0.010958828963339329,0.5551995635032654,0.028575194999575615,0.0541062131524086
0.693029522895813,0.00021741112868767232,0.0005076146917417645,0.046416062861680984,0.5626499056816101,0.02790047600865364,0.055338054895401
0.7858688235282898,0.14085346460342407,0.0007346257916651666,0.005100738722831011,0.5558592677116394,0.029358429834246635,0.05396229028701782
0.8457806706428528,0.04038774222135544,0.0008390895673073828,0.12952326238155365,0.5892507433891296,0.02697126939892769,0.05880854278802872
0.6799303293228149,0.02878698706626892,0.0003641586808953434,0.007725093048065901,0.5535918474197388,0.02935730293393135,0.060104936361312866
0.7742463946342468,0.12000322341918945,0.00046918122097849846,0.005358670838177204,0.5547485947608948,0.029935559257864952,0.06373118609189987
0.6755595207214355,0.004220293834805489,0.0002619174192659557,0.02025573141872883,0.5567060708999634,0.02658715844154358,0.06752835959196091
0.749146044254303,0.012231274507939816,0.0002047962334472686,0.07170706987380981,0.5720208287239075,0.02443709969520569,0.06854494661092758
0.6779937148094177,0.0029224129393696785,0.0002172694803448394,0.02202925644814968,0.5588434934616089,0.02512493170797825,0.068856380879879
0.7104941606521606,0.05842110514640808,0.0003526579821482301,0.0009506004280410707,0.5559279918670654,0.026298124343156815,0.06854365020990372
0.7063400149345398,0.05685988441109657,0.0004157843650318682,0.0012554561253637075,0.5555136799812317,0.025185221806168556,0.06711002439260483
0.675894558429718,0.010389234870672226,0.0002425015700282529,0.020315641537308693,0.5575410723686218,0.022803714498877525,0.06460235267877579
0.7024145126342773,0.00017834095342550427,0.00024340789241250604,0.05403968691825867,0.5645419359207153,0.021634025499224663,0.06177711486816406
0.6903725266456604,0.0003935051499865949,0.0006591992569155991,0.04367591813206673,0.5630070567131042,0.022408565506339073,0.060228265821933746
0.6754238605499268,0.017508581280708313,0.0007219197577796876,0.013290326111018658,0.5586392283439636,0.025435615330934525,0.05982816219329834
0.6935397386550903,0.044466666877269745,0.0002925919252447784,0.002988459076732397,0.5579994916915894,0.02895423211157322,0.05883830785751343
0.6849102973937988,0.03492312505841255,0.0005536332027986646,0.0052833352237939835,0.5570862293243408,0.02962498739361763,0.05743899941444397
0.6744410991668701,0.009476350620388985,0.0009893483947962523,0.020919661968946457,0.5589746832847595,0.027570253238081932,0.0565108023583889
0.6858041882514954,0.0009929209481924772,0.000489941390696913,0.03980880230665207,0.5626987814903259,0.026074040681123734,0.05573969706892967
0.6803833246231079,0.0019350185757502913,0.00041974594932980835,0.03392057493329048,0.561536967754364,0.02694467268884182,0.05562631040811539
0.6733361482620239,0.013596241362392902,0.00149803445674479,0.014478079974651337,0.5579591393470764,0.029386108741164207,0.056418534368276596
0.6805530786514282,0.02972526289522648,0.0012039938010275364,0.005286607425659895,0.555939793586731,0.031678952276706696,0.056718457490205765
0.6765254735946655,0.02614849992096424,0.00027358613442629576,0.006042107008397579,0.5547100305557251,0.03252067416906357,0.056830573827028275
0.6711238622665405,0.010511876083910465,0.0010646956507116556,0.015003549866378307,0.5551978349685669,0.03177672624588013,0.05756917595863342
0.675290584564209,0.0026628482155501842,0.0012196054449304938,0.026714516803622246,0.5567619800567627,0.03030242957174778,0.05762920901179314
0.6726006865501404,0.002842947840690613,0.0003413122030906379,0.02652091719210148,0.5560302734375,0.029440974816679955,0.05742427334189415
0.6676610112190247,0.010531529784202576,0.0005975756794214249,0.016067201271653175,0.5528311729431152,0.029599949717521667,0.058033596724271774
0.6698028445243835,0.022818628698587418,0.0008734100265428424,0.009018625132739544,0.5494097471237183,0.02983943000435829,0.05784299597144127
0.6677222847938538,0.024720340967178345,0.0003417997795622796,0.009422793984413147,0.5470741391181946,0.029160693287849426,0.057002533227205276
0.6634826064109802,0.01485396083444357,0.00036984620965085924,0.016634369269013405,0.5463981628417969,0.02775179222226143,0.05747441202402115
0.6637259721755981,0.006353636272251606,0.0004904060624539852,0.02555789425969124,0.546454668045044,0.026602430269122124,0.05826696753501892
0.6616646647453308,0.004990641493350267,0.0002759855124168098,0.025340136140584946,0.5457955598831177,0.026492511853575706,0.058769840747117996
0.6578550934791565,0.01051983330398798,0.00031407884671352804,0.016614947468042374,0.5432280898094177,0.027399569749832153,0.05977863073348999
0.6572093963623047,0.019215423613786697,0.0003319133829791099,0.010659056715667248,0.5386005640029907,0.028316009789705276,0.060086440294981
0.6540876030921936,0.01977880857884884,0.00024395725631620735,0.012065203860402107,0.5346627831459045,0.028124405071139336,0.059212442487478256
0.650871753692627,0.01229991763830185,0.00022600515512749553,0.01975194737315178,0.5329534411430359,0.027157936245203018,0.05848247930407524
0.6487930417060852,0.007221299223601818,0.00024409613979514688,0.02535661682486534,0.5308946967124939,0.026689428836107254,0.058386918157339096
0.6441677808761597,0.009281369857490063,0.0002936427481472492,0.020243192091584206,0.5282253623008728,0.0272099319845438,0.05891432985663414
0.641795814037323,0.017306646332144737,0.0002477632078807801,0.012792975641787052,0.5241320729255676,0.02802285924553871,0.05929343029856682
0.637223482131958,0.019284797832369804,0.0002458056842442602,0.013187609612941742,0.5176125764846802,0.028019536286592484,0.05887320637702942
0.6328825354576111,0.012321271933615208,0.00025058831670321524,0.021457668393850327,0.5132188200950623,0.027324525639414787,0.05830970034003258
0.6289793252944946,0.00949052907526493,0.0003036369744222611,0.024734344333410263,0.5087084770202637,0.027192527428269386,0.05854981020092964
0.6228039264678955,0.01579398289322853,0.0004214635700918734,0.016114244237542152,0.5027244687080383,0.027877947315573692,0.059871871024370193
0.6186947822570801,0.020217787474393845,0.0004615072102751583,0.012876251712441444,0.49643969535827637,0.02792523242533207,0.0607742965221405
0.6114836931228638,0.01203954592347145,0.0004850633267778903,0.02207252010703087,0.4891882538795471,0.02663290873169899,0.06106540560722351
0.6059883236885071,0.011935312300920486,0.000565404596272856,0.024034399539232254,0.48167672753334045,0.02578088641166687,0.06199558451771736
0.5997089147567749,0.022777803242206573,0.0007237694808281958,0.013856475241482258,0.47324106097221375,0.02573845349252224,0.06337129324674606
0.5917751789093018,0.013753722421824932,0.0009223897359333932,0.02166561596095562,0.46643170714378357,0.024610375985503197,0.06439134478569031
0.5853627324104309,0.014546221122145653,0.001021715346723795,0.02506999857723713,0.45606523752212524,0.02344166487455368,0.06521793454885483
0.5805637836456299,0.030130621045827866,0.0011456264182925224,0.013716235756874084,0.44561871886253357,0.023312566801905632,0.06664001196622849
0.579203724861145,0.006463091820478439,0.0013713603839278221,0.03816799446940422,0.44288578629493713,0.021978000178933144,0.06833750009536743
0.5923082232475281,0.06628614664077759,0.0015836660750210285,0.0040350183844566345,0.42858654260635376,0.021785316988825798,0.07003152370452881
0.6858460307121277,0.01379481516778469,0.0016731797950342298,0.12893924117088318,0.4510514438152313,0.01822441816329956,0.07216294854879379
0.9717907309532166,0.3585907220840454,0.003091075923293829,0.05038757994771004,0.45805954933166504,0.023925436660647392,0.07773636281490326
0.9162863492965698,0.03078167326748371,0.000509459525346756,0.23223911225795746,0.5581533908843994,0.014945480041205883,0.07965722680091858
0.6909207105636597,0.01595284231007099,0.0012205776292830706,0.11048813909292221,0.4552445113658905,0.015937132760882378,0.09207751601934433
0.7453523278236389,0.13023623824119568,0.0003064940101467073,0.013584841042757034,0.46541324257850647,0.026644820347428322,0.10916668176651001
0.7304815649986267,0.12684445083141327,0.0022756573744118214,0.015929922461509705,0.4486703872680664,0.021438034251332283,0.11532306671142578
0.6213818192481995,0.017701471224427223,0.0025996940676122904,0.01254609040915966,0.457905113697052,0.014219695702195168,0.1164097785949707
0.6868652701377869,0.00889800488948822,0.0005736593157052994,0.0853801891207695,0.4644683003425598,0.016672302037477493,0.11087280511856079
0.6905651688575745,0.01181954238563776,0.0024120965972542763,0.09102720022201538,0.4664454460144043,0.012947318144142628,0.10591357201337814
0.6163639426231384,0.0020944224670529366,0.004253094550222158,0.03251447528600693,0.46256786584854126,0.014938448555767536,0.09999561309814453
0.6296921372413635,0.03948212042450905,0.0015724932309240103,0.00365857663564384,0.4641597270965576,0.030658379197120667,0.09016082435846329
0.6697410345077515,0.07899682968854904,0.00028170645236968994,0.0022245445288717747,0.4696233868598938,0.03520458564162254,0.08340994268655777
0.6471302509307861,0.06977113336324692,0.0004288054769858718,0.0028173604514449835,0.4723176062107086,0.02261744998395443,0.07917788624763489
0.6085074543952942,0.02902785688638687,0.0002678775927051902,0.01753418892621994,0.4738345742225647,0.01397219579666853,0.07387073338031769
0.6236516237258911,0.005178602412343025,0.0003415088285692036,0.054848622530698776,0.47697335481643677,0.01576128415763378,0.07054832577705383
0.6446714401245117,0.001989656826481223,0.0004806984215974808,0.08108356595039368,0.4774043560028076,0.01592341437935829,0.0677897110581398
0.6289467215538025,0.0041359043680131435,0.0007606784929521382,0.0687701478600502,0.4776885211467743,0.013556270860135555,0.06403523683547974
0.6108366250991821,0.016622865572571754,0.0014035355998203158,0.03787541389465332,0.47565779089927673,0.01763163134455681,0.06164536625146866
0.6085772514343262,0.0353146530687809,0.001969460863620043,0.015700429677963257,0.46859627962112427,0.026154309511184692,0.060842134058475494
0.6185486912727356,0.046113271266222,0.002637517172843218,0.00787299033254385,0.4708879888057709,0.0293294545263052,0.06170743331313133
0.6155831813812256,0.037486862391233444,0.0029499095398932695,0.008916073478758335,0.47748684883117676,0.02496533840894699,0.06377815455198288
0.5986226201057434,0.02029442973434925,0.0025283845607191324,0.01737021654844284,0.4708070456981659,0.020238710567355156,0.06738384813070297
0.593038022518158,0.010945172049105167,0.0019986145198345184,0.031139981001615524,0.4592762589454651,0.019262611865997314,0.07041539996862411
0.5986161231994629,0.009126979857683182,0.0013230332406237721,0.041609011590480804,0.45676538348197937,0.019509581848978996,0.07028213143348694
0.5984397530555725,0.00992765836417675,0.0013858911115676165,0.04177772253751755,0.45487484335899353,0.01906599849462509,0.07140766829252243
0.587451696395874,0.012080726213753223,0.0015596419107168913,0.032481029629707336,0.4476293623447418,0.019346097484230995,0.07435481995344162
0.5786177515983582,0.017163343727588654,0.0005934832151979208,0.02052846923470497,0.4434841275215149,0.021924206987023354,0.07492410391569138
0.5831764936447144,0.02470526657998562,0.000740294810384512,0.012542307376861572,0.4440881907939911,0.02470429614186287,0.07639618217945099
0.5839957594871521,0.029543094336986542,0.0010960574727505445,0.010696900077164173,0.44095107913017273,0.02382040210068226,0.07788821309804916
0.5726651549339294,0.028375152498483658,0.0004944083630107343,0.014807605184614658,0.433053582906723,0.020584626123309135,0.07534980028867722
0.5703420042991638,0.02346046455204487,0.0017922150436788797,0.024218887090682983,0.4280414581298828,0.018781514838337898,0.07404749095439911
0.5744823217391968,0.01735902577638626,0.002786471275612712,0.03460207208991051,0.4266861081123352,0.01804782822728157,0.0750008225440979
0.5704470276832581,0.012766744941473007,0.0016465513035655022,0.03787457197904587,0.42482468485832214,0.017124159261584282,0.07621030509471893
0.5652959942817688,0.013763070106506348,0.0013469228288158774,0.030724721029400826,0.4235630929470062,0.017273828387260437,0.07862438261508942
0.5660247206687927,0.022567110136151314,0.0018326395656913519,0.020182140171527863,0.42315155267715454,0.018674595281481743,0.07961668074131012
0.5665094256401062,0.032918184995651245,0.0014031550381332636,0.01455248799175024,0.42015233635902405,0.018491622060537338,0.07899162173271179
0.5639458298683167,0.034222960472106934,0.0011598831042647362,0.016154136508703232,0.41649237275123596,0.016305727884173393,0.07961077988147736
0.561658501625061,0.02608288638293743,0.0012816759990528226,0.02430923469364643,0.41541728377342224,0.014453417621552944,0.08011403679847717
0.5620782971382141,0.01718858629465103,0.001418927451595664,0.03402217850089073,0.415593683719635,0.013392480090260506,0.08046241104602814
0.5616981387138367,0.014442048035562038,0.001718068728223443,0.035763952881097794,0.4158008098602295,0.01240589004009962,0.08156736195087433
0.5580302476882935,0.020373506471514702,0.0016292408108711243,0.027854446321725845,0.4144916534423828,0.012067551724612713,0.08161386102437973
0.5580817461013794,0.03153765946626663,0.0012879126006737351,0.01939483918249607,0.4125734269618988,0.012279870919883251,0.08100803941488266
0.558479905128479,0.03595515340566635,0.0010770425433292985,0.01695801131427288,0.4114258885383606,0.011625499464571476,0.08143829554319382
0.555056095123291,0.029347456991672516,0.0007564470870420337,0.02131878025829792,0.41089415550231934,0.01051285583525896,0.08222637325525284
0.554542064666748,0.02047116681933403,0.000640339741948992,0.029410049319267273,0.41082173585891724,0.010076957754790783,0.08312180638313293
0.555099606513977,0.016768382862210274,0.0007620850228704512,0.033583465963602066,0.4105985164642334,0.009836910292506218,0.08355025202035904
0.5520871877670288,0.019691120833158493,0.0008753755246289074,0.029424823820590973,0.409663587808609,0.00969738233834505,0.08273489028215408
0.5513269305229187,0.02729547955095768,0.0012340472312644124,0.022307338193058968,0.4087352454662323,0.010260667651891708,0.08149413019418716
0.5515170097351074,0.03195086494088173,0.0014836136251688004,0.019111568108201027,0.40816745162010193,0.010584988631308079,0.08021849393844604
0.5490242838859558,0.02880769968032837,0.0013506050454452634,0.021798348054289818,0.40773826837539673,0.010117740370333195,0.07921162992715836
0.5480468273162842,0.022877568379044533,0.001196138677187264,0.02799125202000141,0.40746045112609863,0.009855413809418678,0.07866599410772324
0.5477166771888733,0.020283818244934082,0.0010746256448328495,0.03156111761927605,0.4070641100406647,0.009930077940225601,0.07780292630195618
0.5456026792526245,0.022638069465756416,0.0010313992388546467,0.02860305644571781,0.40616437792778015,0.010121544823050499,0.07704418897628784
0.5445905327796936,0.028152845799922943,0.0009831479983404279,0.022877167910337448,0.4052126407623291,0.010786373168230057,0.07657835632562637
0.5438878536224365,0.03098144382238388,0.0009185347007587552,0.020012840628623962,0.40466997027397156,0.011282282881438732,0.07602275162935257
0.5420166254043579,0.02789783850312233,0.000990036060102284,0.02178366854786873,0.40451714396476746,0.011153641156852245,0.07567431777715683
0.5410276651382446,0.023196648806333542,0.0011432807659730315,0.025857117027044296,0.4042995572090149,0.011159691028296947,0.0753714069724083
0.5401110053062439,0.02163633704185486,0.0013296992983669043,0.02713441289961338,0.4034384787082672,0.01146144513040781,0.07511066645383835
0.538399338722229,0.02394830249249935,0.0013567927526310086,0.023551752790808678,0.40228700637817383,0.012024306692183018,0.0752311497926712
0.5375570058822632,0.027378538623452187,0.0011608703061938286,0.019177526235580444,0.40148797631263733,0.012870005331933498,0.07548204809427261
0.5363963842391968,0.027350708842277527,0.0009549450478516519,0.01835198514163494,0.40113845467567444,0.013155494816601276,0.075444795191288
0.5348826050758362,0.024143341928720474,0.0008324725786224008,0.021322965621948242,0.40061312913894653,0.012937592342495918,0.07503309100866318
